show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
7050,Movie,I'm in Love with a Church Girl,Steve Race,Ja Rule,United States,"October 1, 2017",2013,PG,119 min,Dramas,"When a tough-minded ex-drug dealer falls for a beautiful but highly devout woman, their mutual attraction takes them both down a twisty path."
7051,TV Show,I'm Sorry,Unspecified,Andrea Savage,United States,"September 13, 2019",2019,TV-MA,2 Seasons,TV Comedies,"Life is a series of awkward situations for comedy writer and mom Andrea, thanks to plenty of neuroses and a knack for sticking her foot in her mouth."
7052,Movie,Ice Guardians,Brett Harvey,Dave Brown,"Canada, Ireland, United States","October 1, 2017",2016,TV-MA,108 min,Documentaries,"This film explores the controversial role of ice hockey ""enforcers,"" as well as the physical and mental price paid by the game's notorious tough guys."
7053,Movie,Iceman,Law Wing-cheong,Donnie Yen,"China, Hong Kong","January 23, 2018",2014,R,104 min,Action & Adventure,"Four hundred years after they were frozen in time, a Ming Dynasty guard and his three pursuers are defrosted to continue their ancient battle."
7054,Movie,Ideachi Kalpana,Sachin,Bhargavi Chirmuley,India,"January 1, 2018",2010,TV-14,124 min,Comedies,"After an actor is hit by a car driven by the police commissioner's sister, his scheming brother-in-law files a bogus suit against the commissioner."
7055,TV Show,Idiotest,Unspecified,Ben Gleib,United States,"December 15, 2018",2014,TV-PG,1 Season,Reality TV,Comedian Ben Gleib hosts this game show in which teams of two compete to solve increasingly tough brain teasers. Faster answers mean more money.
7056,Movie,Igor,Tony Leondis,John Cusack,"United States, France","September 1, 2019",2008,PG,87 min,Children & Family Movies,"Igor, the brilliant but deformed assistant to mad Dr. Glickenstein, dreams of winning the Evil Science Fair and the heart of village beauty Gretchen."
7057,Movie,Iliza Shlesinger: War Paint,Jay Chapman,Iliza Shlesinger,United States,"September 1, 2013",2013,NR,75 min,Stand-Up Comedy,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic, stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas."
7058,Movie,Imagine That,Karey Kirkpatrick,Eddie Murphy,"United States, Germany","December 7, 2019",2009,PG,108 min,Children & Family Movies,"Work problems are piling up for a businessman. But when he discovers a pathway to his daughter's imaginary world, he starts finding some solutions."
7059,Movie,Immoral Tales,Walerian Borowczyk,Lise Danvers,France,"June 6, 2019",1974,UR,103 min,Dramas,"This anthology illustrates the timeless nature of desire in four stories of incest, bloodlust and other forbidden subjects."
7060,TV Show,In Between,Unspecified,Janel Tsai,Taiwan,"January 1, 2017",2012,TV-14,1 Season,International TV Shows,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.
7061,Movie,In Search of Fellini,Taron Lexton,Ksenia Solo,United States,"March 19, 2018",2017,R,103 min,Action & Adventure,A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.
7062,Movie,In The Deep,Johannes Roberts,Mandy Moore,"United Kingdom, United States, Dominican Republic","January 10, 2018",2017,PG-13,89 min,Horror Movies,"With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby."
7063,Movie,Incir Receli 2,Aytaç Ağırlar,Halil Sezai Paracıkoğlu,Turkey,"March 10, 2017",2014,TV-14,103 min,Dramas,"Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart."
7064,Movie,Incoming,Eric Zaragosa,Scott Adkins,"Serbia, United States","October 26, 2018",2019,TV-MA,89 min,Action & Adventure,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them."
7065,Movie,Incomplete,Suman Mukhopadhyay,Ritwick Chakraborty,India,"April 8, 2017",2017,TV-MA,119 min,Dramas,"A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union."
7066,Movie,Inconceivable,Jonathan Baker,Gina Gershon,"United Kingdom, United States","March 1, 2018",2017,R,106 min,Thrillers,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.
7067,Movie,Incorruptible,Elizabeth Chai Vasarhelyi,Unknown,"United States, Senegal","September 1, 2017",2015,TV-MA,90 min,Documentaries,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections."
7068,Movie,Incredibles 2 (Spanish Version),Brad Bird,Víctor Trujillo,United States,"February 8, 2019",2018,PG,118 min,Children & Family Movies,"When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
7069,Movie,INDIA,Sanjeev Gupta,Heeba Shah,India,"February 17, 2017",2014,NR,95 min,Dramas,"A man buys a young girl, code-names her ""Doll"" and sends her to live with a mother of two who has a mysterious mission to be fulfilled."
7070,TV Show,India: Nature's Wonderland,Unspecified,Liz Bonnin,United Kingdom,"March 1, 2017",2015,TV-PG,1 Season,British TV Shows,Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.
7071,Movie,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,Harrison Ford,United States,"January 1, 2019",2008,PG-13,123 min,Action & Adventure,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers."
7072,Movie,Indiana Jones and the Last Crusade,Steven Spielberg,Harrison Ford,United States,"January 1, 2019",1989,PG-13,127 min,Action & Adventure,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail."
7073,Movie,Indiana Jones and the Raiders of the Lost Ark,Steven Spielberg,Harrison Ford,United States,"January 1, 2019",1981,PG,116 min,Action & Adventure,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime."
7074,Movie,Indiana Jones and the Temple of Doom,Steven Spielberg,Harrison Ford,United States,"January 1, 2019",1984,PG,119 min,Action & Adventure,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone."
7075,Movie,Indiscretion,John Stewart Muller,Mira Sorvino,United States,"February 1, 2017",2016,TV-MA,99 min,Dramas,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession."
7076,Movie,Inequality for All,Jacob Kornbluth,Robert Reich,United States,"August 29, 2018",2013,PG,90 min,Documentaries,Former U.S. Labor Secretary Robert Reich makes a compelling case about the serious crisis the U.S. faces due to the widening economic gap.
7077,Movie,Influx,Luca Vullo,Unknown,United Kingdom,"April 1, 2018",2016,TV-PG,90 min,Documentaries,Italians in London reveal the ups and downs of immigration and touch upon their uneasiness about leaving behind their crisis-ridden homeland.
7078,Movie,Inglourious Basterds,Quentin Tarantino,Brad Pitt,"Germany, United States","July 22, 2019",2009,R,153 min,Action & Adventure,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off."
7079,Movie,Inkheart,Iain Softley,Brendan Fraser,"Germany, United Kingdom, United States","July 1, 2019",2008,PG,106 min,Action & Adventure,"Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud."
7080,Movie,Insan,K. Subhash,Akshay Kumar,India,"March 1, 2018",2005,TV-14,141 min,Action & Adventure,"A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever."
7081,TV Show,Inside The Freemasons,Unspecified,Unknown,United Kingdom,"September 15, 2018",2017,TV-MA,1 Season,British TV Shows,"Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition."
7082,TV Show,Inside the Mind of a Serial Killer,Unspecified,Unknown,United States,"July 1, 2019",2015,TV-14,1 Season,Crime TV Shows,"Mixing dramatic re-enactments with real-life footage, this series delves into the tormented psyches of the world's most infamous serial killers."
7083,TV Show,Inside the Mossad,Unspecified,Unknown,Israel,"January 29, 2019",2017,TV-14,1 Season,Docuseries,"In this documentary, dozens of former agents from the Mossad, Israel's foreign intelligence agency, reveal their top-secret operations."
7084,TV Show,Inst@famous,Unspecified,Unknown,United Kingdom,"December 31, 2018",2018,TV-MA,1 Season,Reality TV,Self-made social media celebrities share the stories of how they built their online empires and where they plan to take their unexpected fame next.
7085,Movie,Instructions Not Included,Eugenio Derbez,Eugenio Derbez,Mexico,"January 1, 2020",2013,PG-13,122 min,Comedies,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot."
7086,TV Show,Intelligence,Unspecified,Ian Tracey,Canada,"July 19, 2017",2007,TV-MA,2 Seasons,Crime TV Shows,Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.
7087,Movie,Internet Famous,Michael Gallagher,Shane Dawson,United States,"July 21, 2016",2016,TV-14,87 min,Comedies,Five viral Internet celebrities travel to a competition that will award one of them their own television series in this ensemble comedy.
7088,Movie,Into the Forest,Patricia Rozema,Ellen Page,Canada,"November 7, 2018",2015,R,102 min,Dramas,"In the near future, two frightened sisters fight for survival after losing their father during a deadly, quietly looming apocalypse."
7089,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,Kappei Yamaguchi,Japan,"September 1, 2017",2004,TV-PG,88 min,Action & Adventure,"Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo."
7090,Movie,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,Kappei Yamaguchi,Japan,"September 1, 2017",2003,TV-14,99 min,Action & Adventure,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.
7091,Movie,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,Kappei Yamaguchi,Japan,"September 1, 2017",2002,TV-14,99 min,Action & Adventure,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy."
7092,Movie,Invictus,Clint Eastwood,Morgan Freeman,United States,"November 1, 2019",2009,PG-13,134 min,Dramas,"After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa."
7093,Movie,Invisible Essence: The Little Prince,Charles Officer,Unknown,Canada,"January 14, 2019",2018,TV-PG,91 min,Documentaries,"Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide."
7094,Movie,Inxeba,John Trengove,Nakhane Touré,"South Africa, Germany, Netherlands, France","February 1, 2018",2017,TV-MA,88 min,Dramas,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
7095,Movie,Iqbal,Nagesh Kukunoor,Shreyas Talpade,India,"March 1, 2018",2006,TV-Y7,127 min,Dramas,A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.
7096,Movie,Irada Pakka,Kedar Shinde,Smita Jaykar,India,"March 15, 2018",2010,TV-14,137 min,Comedies,"Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path."
